epoch,accuracy,loss,val_accuracy,val_loss
0,0.9738274812698364,0.07711513340473175,0.9466618299484253,0.20429064333438873
1,0.9821736216545105,0.05147158354520798,0.9372278451919556,0.20943529903888702
2,0.9849405884742737,0.04383482038974762,0.9328737258911133,0.22045038640499115
